id,country,family,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json
2539,8,3,RKP,Roman Catholic Party,Roomsch Katholieke Partij,Roomsch Katholieke Partij,,https://en.wikipedia.org/wiki/General_League_of_Roman_Catholic_Caucuses,1904-10-15,,,,,
2542,8,3,CDU,Christian Democratic Union,Christelijk-Democratische Unie,Christelijk-Democratische Unie,,https://en.wikipedia.org/wiki/Christian_Democratic_Union_%28Netherlands%29,1926-07-01,,,New party formed in 1926.,,
2544,9,16,A,Teetotaler Party,Avholdspartiet,Avholdspartiet,,https://no.wikipedia.org/wiki/Avholdspartiet,1907-07-01,,,New party formed in 1907.,,
2549,11,11,SDP,Social Democratic Party,Social Democratic Party,Social Democratic Party,,https://en.wikipedia.org/wiki/Social_Democratic_Party_%28New_Zealand%29,1913-07-01,,,Party formed on 1 July 1913.,,"{""new_party"": false}"
2556,35,2,JR,National Farmers' Union,Jordbrukarnas Riksförbund,Jordbrukarnas Riksforbund,,https://sv.wikipedia.org/wiki/Jordbrukarnas_Riksf%C3%B6rbund,1915-07-01,,,New party formed in 1915.,,
2557,35,14,SSV-21,Social Democratic Left Party of Sweden -- 1921,Sverges Socialdemokratiska Vänsterparti – 1921,Sverges Socialdemokratiska Vansterparti -- 1921,,https://en.wikipedia.org/wiki/Social_Democratic_Left_Party_of_Sweden_%281921%29,1921-07-01,,,,,
2561,56,26,Sj-07,Independence Party -- 1907,Sjálfstæðisflokkurinn – 1907,Sjalfstaedisflokkurinn -- 1907,,"https://en.wikipedia.org/wiki/Independence_Party_%28Iceland,_historical%29",1907-07-01,,,,,
2562,44,12,no-seat,no seat,no seat,no seat,,,,,,,,
2563,37,2,FP,Farmers' Party,Farmers' Party,Farmers' Party,,https://en.wikipedia.org/wiki/Farmers%27_Party_%28Ireland%29,1922-06-01,,,Party formed on 1 June 1922. ,,
2564,64,3,CD,Catholic Dissidents,Catholic Dissidents,Catholic Dissidents,,,,,,,,"{""information_needed"": ""party origin""}"
2565,29,26,RP,Reconstruction Party of Canada,Reconstruction Party of Canada,Reconstruction Party of Canada,,https://en.wikipedia.org/wiki/Reconstruction_Party_of_Canada,,,,"Reconstruction Party of Canada (RP) was founded by Henry Herbert Stevens, a former member of the Conservative Party of Canada (CPC). Reconstruction Party of Canada (RP) was dissolved when Henry Herbert Stevens rejoined the Conservative Party of Canada (CPC).",,
2566,29,2,PPC-19,Progressive Party of Canada (1919),Progressive Party of Canada (1919),Progressive Party of Canada (1919),,https://en.wikipedia.org/wiki/Progressive_Party_of_Canada,1919-07-01,1930-07-01,,New party formed in 1919.,,
2567,21,19,A,The Alternative,Alternativet,Alternativet,,https://en.wikipedia.org/wiki/The_Alternative_%28Denmark%29,,,,,,
2568,21,14,T,Republic (Faroe Islands),Tjóðveldi,Tjodveldi,,https://en.wikipedia.org/wiki/Republic_%28Faroe_Islands%29,1948-05-23,,,New party formed on 23 May 1948. ,,
2569,64,3,DC, Christian Democrats,Démocrates Chrétiens,Democrates Chretiens,,,,,,,,"{""information_needed"": ""party origin""}"
2570,60,19,DZL,Civic Green List,Driavljanska zelena lista,Driavljanska zelena lista,,,,,,,,"{""information_needed"": ""party origin""}"
2571,60,11,ZEO,League for Citizens' Equality,Zveza za enakopravnost obCanov,Zveza za enakopravnost obCanov,,,,,,"""Sought to represent Serbian workers in Slovenia."" (Rose/Munroe 2009, 234)",,"{""information_needed"": ""party origin""}"
2572,20,14,HDP,Peoples' Democratic Party,Halkların Demokratik Partisi,Halklarin Demokratik Partisi,,https://en.wikipedia.org/wiki/Peoples'_Democratic_Party_%28Turkey%29,2012-08-12,,,New party formed on 12 August 2012. ,BDP won less than 75 % in 2011 election. ,
2573,60,26,NDS,National Democratic Party,Narodno demokratska stranka,Narodno demokratska stranka,,https://en.wikipedia.org/wiki/National_Democratic_Party_%28Slovenia%29,1991-10-01,,,New party formed on 1 October 1991.,,
2574,21,26,FF,People's Party (Faroe Islands),Hin føroyski fólkaflokkurin – radikalt sjálvstýri,Hin foroyski folkaflokkurin -- radikalt sjalvstyri,,https://en.wikipedia.org/wiki/People's_Party_%28Faroe_Islands%29,1939-07-01,,,New party formed in 1939. ,,
2575,21,6,At,Solidarity (Greenland),Atassut,Atassut,,https://en.wikipedia.org/wiki/Atassut,1976-07-01,,,New party formed in 1976.,,
2576,21,12,etc,others,others,others,,,,,,,,
2577,29,12,etc,others,others,others,,,,,,,,
2578,9,12,etc,others,others,others,,,,,,,,
2579,40,12,etc,others,others,others,,,,,,,,
2581,43,40,UR,Republican Union,Union républicaine,Union republicaine,,https://en.wikipedia.org/wiki/Republican_Federation,,,,,,
2583,43,3,PDP,Popular Democratic Party,Parti démocrate populaire,Parti democrate populaire,,https://en.wikipedia.org/wiki/Popular_Democratic_Party_%28France%29,1924-07-01,,,New party formed in 1924.,,
2584,43,14,PUP, Proletarian Unity Party,Parti de l'Unité Prolétarienne,Parti de l'Unite Proletarienne,,https://en.wikipedia.org/wiki/Proletarian_Unity_Party_%28France%29,,,mackie,,,
2585,43,26,RI,Independent Radicals,Radicaux indépendants,Radicaux independants,,https://en.wikipedia.org/wiki/Independent_Radicals,1928-07-01,,,New party formed in 1928.,,
2586,43,26,RP,Progressive Republicans,Républicains progressistes,Republicains progressistes,,https://en.wikipedia.org/wiki/Progressive_Republicans_%28France%29,,,,,,
2587,43,6,RepG,Left Republican ,Républicaine gauche ,Republicaine gauche ,,https://en.wikipedia.org/wiki/Democratic_Republican_Alliance,1901-10-21,,,New party formed on 21 October 1901.,"Party coded as Left Republican based on party name and election results in Nohlen( 2010: 691) [short name RepG] and Mackie/Rose (1991: 144) [Left Republican]. The parties ideological orientation is center/right (Nohlen 2010: 645). In Wikipedia, the party is named Democratic Republican Alliance and its ideology is liberal as well. ",
2588,39,28,KP,Republican Party,Köztársaság Párt,Koztarsasag Part,,https://en.wikipedia.org/wiki/Republican_Party_(Hungary),1992-08-03,2003-10-20,,New party formed on 3 August 1992. ,,
2589,43,26,C,Conservatives,Conservateurs,Conservateurs,,,,,,,,"{""information_needed"": ""party origin""}"
2590,43,14,SI,Independent Socialists,Socialistes indépendants,Socialistes independants,,https://en.wikipedia.org/wiki/Independent_Socialists_%28France%29,,,,New party formed in 1880. ,,
2592,43,6,Rep,Republicans,Republicans,Republicans,,,,,,,,"{""information_needed"": ""party origin""}"
2593,43,3,ALP,Liberal People's Action,Action libérale populaire,Action liberale populaire,,https://en.wikipedia.org/wiki/Popular_Liberal_Action,1901-07-01,,,New party formed in 1901.,,
2594,43,11,RS,Republican Socialist Party,Parti républicain socialiste,Parti Republicain Socialist,,https://en.wikipedia.org/wiki/Republican-Socialist_Party,1911-07-10,,,New party formed on 10 July 1911.,,
2595,10,6,CSD,Centre -- Freedom and Dignity,Tsentŭr – Svoboda i dostoĭnstvo,Center -- Svoboda i dostojnstvo,Център – Свобода и достойнство,,,,,,,"{""information_needed"": ""party origin""}"
2596,41,14,LE|PE,Popular Unity | Course of Freedom,Laïkí Enótita | Plefsi Eleftherias,Laiki Enotita | Plefsi Eleftherias,Λαϊκή Ενότητα | Πλεύση Ελευθερίας,https://en.wikipedia.org/wiki/Course_of_Freedom,2015-08-21,,,,,
2597,63,26,PDR,Republican Democratic Party,Partido Democrático Republicano,Partido Democratico Republicano,,https://en.wikipedia.org/wiki/Democratic_Republican_Party_%28Portugal%29,2014-10-05,,,New party formed on 5 October 2014.,,
2598,56,14,FM,Humanist Party,Flokkur mannsins,Flokkur mannsins,,https://en.wikipedia.org/wiki/Humanist_Party_%28Iceland%29,1984-06-25,,,New party formed on 25 June 1984.,,
2599,40,40,MCR,Geneva Citizens' Movement,Mouvement Citoyens Genevois,Mouvement Citoyens Genevois,,https://en.wikipedia.org/wiki/Geneva_Citizens'_Movement,2005-07-01,,,New party formed in 2005.,,
2600,74,40,K,Kukiz'15,Kukiz'15,Kukiz'15,,https://en.wikipedia.org/wiki/Kukiz'15,2015-05-01,,,New party formed in May 2015.,,
2601,74,6,N,Modern,Nowoczesna,Nowoczesna,,https://en.wikipedia.org/wiki/Modern_%28political_party%29,2015-05-31,,,New party formed on 31 May 2015.,,
2602,74,26,KORWIN,Coalition for the Renewal of the Republic -- Liberty and Hope,Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja KORWiN,Koalicja Odnowy Rzeczypospolitej Wolnosc i Nadzieja KORWIN,,https://en.wikipedia.org/wiki/Coalition_for_the_Renewal_of_the_Republic_-_Liberty_and_Hope,,,,,,
2603,27,16,EHB,Basque Country Unite,Euskal Herria Bildu,Euskal Herria Bildu,,https://en.wikipedia.org/wiki/EH_Bildu,,,,,,
2604,27,14,EM|GCE,En Masse | Common Group of the Left,En Marea | Grupo Común da Esquerda,En Marea | Grupo Comun da Esquerda,,https://en.wikipedia.org/wiki/En_Marea,2015-07-01,,,Electoral alliance formed in 2015.,,
2605,27,26,CDC|JxCat,Democratic Convergence | Together for Catalonia,Convergència Democràtica | Junts per Catalunya,Convergencia Democratica | Junts per Catalunya,,https://en.wikipedia.org/wiki/Democratic_Convergence_of_Catalonia,1974-11-17,,,New party formed on 17 November 1974.,,
2606,27,14,ECP,In Common We Can,En Comú Podem,En Comu Podem,,https://en.wikipedia.org/wiki/En_Com%C3%BA_Podem,2015-07-01,,,Electoral alliance formed in 2015.,,
2607,27,14,C|AV,Compromise | A la valenciana,Compromís | A la valenciana,Compromis | A la valenciana,,https://en.wikipedia.org/wiki/%C3%89s_el_moment,2015-07-01,,,Electoral alliance formed in 2015.,,
2608,35,26,NP-AV,National Party [General Electoral League],Nationella partiet [Allmänna Valmansförbundet],Nationella partiet [Allmanna Valmansforbundet],,https://en.wikipedia.org/wiki/National_Party_%28Sweden%29,1912-07-01,1935-07-01,,"Party formed in 1912.
Main conservative party in the upper house.",,"{""new_party"": false}"
2610,62,40,ZDS,Democratic Party of Zagorje,Zagorska demokratska stranka,Zagorska demokratska stranka,,https://en.wikipedia.org/wiki/Democratic_Party_of_Zagorje,1997-02-05,,,New party formed on 5 February 1997.,,
2612,62,40,ZiZi,Human Shield ,Živi zid,Zivi zid,,https://en.wikipedia.org/wiki/Human_Shield_%28political_party%29,2011-07-01,,,New party formed in 2011.,,
2614,62,6,NS,People's Party -- Reformists ,Narodna stranka – Reformisti,Narodna stranka -- Reformisti,,https://en.wikipedia.org/wiki/People's_Party_-_Reformists,,,,,,
2615,62,26,Most,Bridge of Independent Lists,Most nezavisnih lista,Most nezavisnih lista,,https://en.wikipedia.org/wiki/Bridge_of_Independent_Lists,2012-11-17,,,New party formed on 17 November 2012.,,
2617,43,11,PSF,French Socialist Party,Parti socialiste français,Parti socialiste francais,,https://en.wikipedia.org/wiki/French_Socialist_Party_%281919%29,,,,,,
2618,43,11,PSdF,Socialist Party of France -- Jean Jaures Union,Parti socialiste de France – Union Jean Jaurès,Parti socialiste de France -- Union Jean Jaures,,https://en.wikipedia.org/wiki/Socialist_Party_of_France_%E2%80%93_Jean_Jaur%C3%A8s_Union,,,,,,
2619,37,11,DS,Social Democrats ,Daonlathaigh Shóisialta,Daonlathaigh Shoisialta,,https://en.wikipedia.org/wiki/Social_Democrats_%28Ireland%29,2015-07-15,,,New party formed on 15 July 2015.,,
2620,37,26,RI,Renua Ireland,Renua Ireland,Renua Ireland,,https://en.wikipedia.org/wiki/Renua_Ireland,2015-03-13,,,New party formed on 13 March 2015.,,
2621,37,14,IC,Independents 4 Change,Independents 4 Change,Independents 4 Change,,https://en.wikipedia.org/wiki/Independents_4_Change,2014-07-01,,,New party formed in 2014.,"Registered political party, see Register of Political Parties 10 December 2015.",
2622,37,12,IA,Independent Alliance,Independent Alliance,Independent Alliance,,https://en.wikipedia.org/wiki/Independent_Alliance_%28Ireland%29,2015-03-30,,,New party (group) formed on 30 March 2015.,"Independent Alliance was not a registered party before the 2016 election. It had a relatively high profile prior to the election, used its brand and it effectively had a lead spokesperson. In the government formation period, was is being treated as a block by the media. [Personal communication with Conor Little (University of Copenhagen) March 2016]",
2623,1,40,SR,We are family -- Boris Kollar,Sme Rodina – Boris Kollár,Sme Rodina -- Boris Kollar,,https://en.wikipedia.org/wiki/We_Are_Family_%28Slovakia%29,2015-07-01,,,New party formed in 2015.,,
2624,1,26,S,Network,Sieť,Siet,,https://en.wikipedia.org/wiki/Network_%28Slovak_party%29,2014-06-12,,,New party formed on 12 June 2014.,,
2625,74,11,Razem,Together Party,Partia Razem,Partia Razem,,https://en.wikipedia.org/wiki/Razem,2015-05-16,,,New party formed on 16 May 2015.,,
2626,51,40,KINHMA,Solidarity Movement,Kinima Allileggiis,Kinima Allileggiis,Κίνημα Αλληλεγγύη,https://en.wikipedia.org/wiki/Solidarity_Movement_(Cyprus),2016-01-15,,,Party formed on 15 January 2016.,,
2627,51,16,KGTZTK,Animal Party Cyprus,Kinima gia ta zoa tis Kíprou,Kinima gia ta zoa tis Kiprou,Κόμμα για τα Ζώα Κύπρου,,2014-04-01,,,New party formed in April 2014.,,
2628,62,11,MB,Milan Bandic 365 -- The Party of Labour and Solidarity,Milan Bandić 365 – Stranka rada i solidarnosti,Milan Bandic 365 -- Stranka rada i solidarnosti,,https://en.wikipedia.org/wiki/Milan_Bandi%C4%87_365_-_The_Party_of_Labour_and_Solidarity,2015-03-28,,,New party formed on 28 March 2015.,,
2630,33,6,NXT,Nick Xenophon Team,Nick Xenophon Team,Nick Xenophon Team,,https://en.wikipedia.org/wiki/Nick_Xenophon_Team,2013-07-01,,,New party formed on 1 July 2013. ,,
2631,75,19,EER-91,Estonian Greens -- 1991,Eesti Rohelised – 1991,Eesti Rohelised -- 1991,,https://et.wikipedia.org/wiki/Eesti_Rohelised,1991-07-01,1998-07-01,,"New party formed in 1991.
Greens formed an electoral alliance with Independent Royalist Party (Sõltumatud Kuningriiklased) in 1995 election but won only 0.8% of the vote. Membership was below 1000 in 1998 and party did not participate in 2003 election.",,
2632,56,16,FlF,People's Party,Flokkur fólksins,Flokkur folksins,,"https://en.wikipedia.org/wiki/People%27s_Party_(Iceland,_2016)",2016-07-01,,,New party formed in 2016. ,,
2633,56,26,V,Revival,Viðreisn,Vioreisn,,https://en.wikipedia.org/wiki/Vi%C3%B0reisn,2016-05-24,,,New party formed on 24 May 2016.,,
2634,15,6,LLS,Lithuanian Freedom Union (Liberals),Lietuvos laisvės sąjunga (liberalai),Lietuvos laisves sajunga (liberalai),,https://en.wikipedia.org/wiki/Lithuanian_Freedom_Union_(Liberals),2014-07-12,,,Party formed on 12 July 2014. ,,
2635,15,40,LCP,Lithuanian Centre Party,Lietuvos Centro Partija,Lietuvos Centro Partija,,https://en.wikipedia.org/wiki/Lithuanian_Centre_Party,2003-06-01,,,New party formed on 1 June 2003. ,,
2636,15,12,no-seat,no seat,no seat,no seat,,,,,,,,
2637,10,40,Volya,Will,Volya,Volya,Воля,https://en.wikipedia.org/wiki/Volya_(Bulgarian_political_party),2007-07-15,,,New party formed on 15 July 2007.,,
2638,10,6,DaB,"Yes, Bulgaria!",Da Bulgaria!,Da Bulgaria!,"Да, България!","https://en.wikipedia.org/wiki/Yes,_Bulgaria!",2017-01-07,,,New party formed on 7 January 2017.,,
2639,10,6,DOST,"Democrats for Responsibility, Solidarity and Tolerance","Demokrati za Otgovornost, Svoboda i Tolerantnost","Demokrati za Otgovornost, Svoboda i Tolerantnost","Демократи за отговорност, свобода и толерантност","https://en.wikipedia.org/wiki/Democrats_for_Responsibility,_Solidarity_and_Tolerance",2016-04-10,,,,,
2640,10,40,R,Revival,Vazrazhdane,Vazrazhdane,Възраждане,https://en.wikipedia.org/wiki/Revival_(Bulgarian_political_party),2014-08-02,,,New party formed on 2 August 2014.,,
2641,8,11,DENK,Think,Beweging DENK,Beweging DENK,,https://en.wikipedia.org/wiki/Denk_(political_party),2015-02-09,,,Party formed on 02 September 2015 by Tunahan Kuzu and Selçuk Öztürk after leaving the Labour Party (PvdA).,,
2642,8,40,FvD,Forum for Democracy,Forum voor Democratie,Forum voor Democratie,,https://en.wikipedia.org/wiki/Forum_for_Democracy_(Netherlands),2016-09-22,,,New party formed on 22 September 2016.,,
2643,43,6,REM|R,The Republic Onwards! | Renaissance,La République En Marche! | Renaissance,La Republique En Marche! | Renaissance,,https://en.wikipedia.org/wiki/En_Marche!,2016-04-06,,,New party formed on 6 April 2016 by former minister Emmanuel Macron.,,
2644,43,14,FI,Unbowed France,La France Insoumise,La France Insoumise,,https://en.wikipedia.org/wiki/La_France_Insoumise,2016-02-10,,,,,
2645,67,40,UV|SIN,New Alternative | Blue Reform,Uusi vaihtoehto | Sininen tulevaisuus,Uusi vaihtoehto | Sininen tulevaisuus,,https://en.wikipedia.org/wiki/New_Alternative,2017-06-13,,,"The party started as a parliamentary group named New Alternative, which was a secession from the Finns Party faction on 13 June 2017. The group, initially composed only of parliamentarians, formed Blue Reform party on 15 November 2017.",,
2646,23,6,USR|PLUS,"Save Romania Union | Party of Liberty, Unity and Solidarity","Uniunea Salvați România | Partidul Libertate, Unitate și Solidaritate","Uniunea Salvati Romania | Partidul Libertate, Unitate si Solidaritate",,https://en.wikipedia.org/wiki/Save_Romania_Union,2015-07-01,,,New party formed on 1 July 2015.,,"{""date_as_is"": true}"
2647,23,6,PLR|ALDE,Liberal Reformist Party | Alliance of Liberals and Democrats,Partidul Liberal Reformator | Alianța Liberalilor și Democraților,Partidul Liberal Reformator | Alianta Liberalilor si Democratilor,,https://en.wikipedia.org/wiki/Alliance_of_Liberals_and_Democrats_(Romania),2014-07-03,2022-03-22,,"Liberal Reformist Party (PLR) formed on 3 July 2014 as a splinter of Partidul National Liberal (PNL).
PLR and Conservative Party (PC) merged into Alliance of Liberals and Democrats (ALDE) on 19 June 2015.
ALDE joined PNL on 22 March 2022.",2015 change coded as one party to avoid high number of short lived parties in ParlGov,
2648,23,40,PRU,United Romania Party,Partidul România Unită,Partidul Romania Unita,,https://en.wikipedia.org/wiki/United_Romania_Party,2015-04-23,,,,,
2649,54,16,PARTEI,The PARTY,Die PARTEI,Die PARTEI,,https://en.wikipedia.org/wiki/Die_PARTEI,2004-08-02,,,New party formed on 2 August 2004.,,
2650,11,6,TOP,The Opportunities Party,The Opportunities Party,The Opportunities Party,,https://en.wikipedia.org/wiki/The_Opportunities_Party,2016-11-04,,,New party formed on 4 November 2016.,,
2651,59,19,PILZ,JETZT -- Pilz List,JETZT – Liste Pilz,JETZT -- Liste Pilz,,https://en.wikipedia.org/wiki/Peter_Pilz_List,2017-07-26,,,,,
2652,59,16,GILT,My Vote Counts!,Liste Roland Düringer – Meine Stimme GILT,Liste Roland Dueringer -- Meine Stimme GILT,,https://en.wikipedia.org/wiki/My_Vote_Counts!,2016-08-14,,,New party formed on 14 August 2016.,,
2654,68,40,SPD,Freedom and Direct Democracy ,Svoboda a přímá demokracie ,Svoboda a prima demokracie ,,https://en.wikipedia.org/wiki/Freedom_and_Direct_Democracy,2015-05-05,,,Party formed on 05 May 2015 as a split of the Dawn of Direct Democracy (UDP) by MP Tomio Okamura and MP Radim Fiala. ,,
